2021-08-14;8.47
2021-08-21;7.90
2021-08-28;8.57
2021-09-04;8.33
2021-09-11;8.26
2021-09-18;8.10
2021-09-25;8.01
2021-10-02;8.11
2021-10-09;7.54
2021-10-16;7.67
